junction_id,vehicle_count,avg_speed,pollution_level,timestamp
4,56,44.55771759644219,39.63319793616506,2025-11-24 21:00:37.272444
6,81,56.284502538065276,87.72641991284439,2025-11-24 21:00:47.272444
3,98,23.766351475345818,141.80295439666077,2025-11-24 21:00:57.272444
8,185,57.65021265922422,104.74929407013518,2025-11-24 21:01:07.272444
8,51,76.19990794672471,119.9080392042128,2025-11-24 21:01:17.272444
10,117,59.09755061409357,43.66813639956707,2025-11-24 21:01:27.272444
10,45,50.271860630286255,130.19110341181323,2025-11-24 21:01:37.272444
8,176,27.90963770577941,89.01949094560635,2025-11-24 21:01:47.272444
9,61,41.67896335703729,145.626195842322,2025-11-24 21:01:57.272444
9,28,31.17169395694642,93.04740701302889,2025-11-24 21:02:07.272444
5,149,53.24897528349986,76.68967877867544,2025-11-24 21:02:17.272444
2,99,30.88706755812158,109.2974419408827,2025-11-24 21:02:27.272444
2,176,41.38977572976425,67.14506872832376,2025-11-24 21:02:37.272444
4,170,56.20444571642772,77.80509583139155,2025-11-24 21:02:47.272444
6,195,22.26407674266456,47.77412099375843,2025-11-24 21:02:57.272444
8,193,30.87260786374626,137.6234051785945,2025-11-24 21:03:07.272444
2,78,71.10989191972877,65.16009198237248,2025-11-24 21:03:17.272444
4,174,71.04953472000363,90.85188873555683,2025-11-24 21:03:27.272444
9,159,21.278979245819958,36.38697551133241,2025-11-24 21:03:37.272444
1,134,51.43234633976615,36.36176836480285,2025-11-24 21:03:47.272444
6,63,59.55527286767138,113.6094583764356,2025-11-24 21:03:57.272444
3,124,20.18644437145693,82.12927635581988,2025-11-24 21:04:07.272444
5,32,65.08431234721877,146.50151626018277,2025-11-24 21:04:17.272444
1,169,49.6956680347781,55.56323033589173,2025-11-24 21:04:27.272444
1,39,50.26056968707387,45.51842071538559,2025-11-24 21:04:37.272444
3,29,66.78746308741616,99.6564206364126,2025-11-24 21:04:47.272444
4,116,76.32331830056606,34.23082061864564,2025-11-24 21:04:57.272444
8,162,50.614841140990045,93.97163281989576,2025-11-24 21:05:07.272444
7,195,21.89860355990114,35.04175813564555,2025-11-24 21:05:17.272444
9,144,32.99726632628878,40.10630104826435,2025-11-24 21:05:27.272444
1,197,58.34538115811099,129.5012740966485,2025-11-24 21:05:37.272444
7,60,28.458673680629687,90.70078597983883,2025-11-24 21:05:47.272444
3,173,41.44231251604164,115.85613341455297,2025-11-24 21:05:57.272444
1,102,65.39457386078107,105.85491097727643,2025-11-24 21:06:07.272444
2,200,20.470106135770806,48.46060265297674,2025-11-24 21:06:17.272444
4,169,42.95377833140874,99.63200479792077,2025-11-24 21:06:27.272444
5,168,42.19530941950673,35.75107654517845,2025-11-24 21:06:37.272444
7,172,46.74216460140201,55.19067254617774,2025-11-24 21:06:47.272444
4,162,70.49660601232088,121.60347292823005,2025-11-24 21:06:57.272444
6,146,26.43682296137232,59.1479326733204,2025-11-24 21:07:07.272444
4,168,51.4402888453953,120.539128638411,2025-11-24 21:07:17.272444
2,132,46.021633752070926,109.83296268013052,2025-11-24 21:07:27.272444
10,145,36.6497699601156,126.47586554272817,2025-11-24 21:07:37.272444
3,136,47.71625865983658,75.90277814680306,2025-11-24 21:07:47.272444
6,167,62.23830450844401,117.5081093586692,2025-11-24 21:07:57.272444
7,24,58.762294889577376,49.63965632170557,2025-11-24 21:08:07.272444
10,84,60.33246926755289,44.88654736028803,2025-11-24 21:08:17.272444
4,38,60.615797891096946,85.09501797892139,2025-11-24 21:08:27.272444
7,67,62.336689392502365,81.44014899382387,2025-11-24 21:08:37.272444
2,176,33.10468467230085,48.49446532324739,2025-11-24 21:08:47.272444
3,100,64.86450366948694,56.0757747817932,2025-11-24 21:08:57.272444
6,62,25.89526819257417,55.95893771635303,2025-11-24 21:09:07.272444
8,85,32.99077472800091,138.37464558385193,2025-11-24 21:09:17.272444
1,32,52.691177957798836,124.50869910580761,2025-11-24 21:09:27.272444
8,74,51.00612848031706,66.34351420968683,2025-11-24 21:09:37.272444
10,136,57.04600040154152,59.80460132245625,2025-11-24 21:09:47.272444
2,70,74.33130379678039,48.49951853065731,2025-11-24 21:09:57.272444
4,192,22.00483991063391,145.08387838957287,2025-11-24 21:10:07.272444
1,177,78.56133490017919,128.03188931166477,2025-11-24 21:10:17.272444
6,46,45.4682886674404,37.045347763985426,2025-11-24 21:10:27.272444
4,139,62.11981220728469,43.54791827387696,2025-11-24 21:10:37.272444
8,108,38.07272136363176,34.38259509865311,2025-11-24 21:10:47.272444
10,116,56.67238451079031,116.01256968389652,2025-11-24 21:10:57.272444
9,96,22.1438488086974,116.44886912685637,2025-11-24 21:11:07.272444
9,64,66.54045888025263,59.870518240885474,2025-11-24 21:11:17.272444
9,98,68.4607093695642,121.53493525411052,2025-11-24 21:11:27.272444
4,29,35.57945187419202,135.9953778097285,2025-11-24 21:11:37.272444
8,127,35.15428124831888,64.44170575514978,2025-11-24 21:11:47.272444
5,73,56.894430690823484,69.26421433490022,2025-11-24 21:11:57.272444
6,89,21.705823181884835,107.03761078937895,2025-11-24 21:12:07.272444
7,147,20.450808478692892,57.07986151718045,2025-11-24 21:12:17.272444
8,108,53.55783353388052,119.83246488557272,2025-11-24 21:12:27.272444
1,89,51.89115945805571,111.52988526412899,2025-11-24 21:12:37.272444
10,185,64.3992748517512,70.32707027224836,2025-11-24 21:12:47.272444
6,112,76.48893303516209,147.98595821920452,2025-11-24 21:12:57.272444
3,191,31.040392969428567,114.88197060168716,2025-11-24 21:13:07.272444
9,81,42.775790849279105,62.902593080906705,2025-11-24 21:13:17.272444
5,172,63.291867621236435,144.81122920902482,2025-11-24 21:13:27.272444
6,56,68.51440333895741,30.642818045798442,2025-11-24 21:13:37.272444
8,45,66.50538282410741,139.26702421602067,2025-11-24 21:13:47.272444
5,93,79.13339339733432,109.42069451601965,2025-11-24 21:13:57.272444
4,75,72.27038434861572,74.11318397725387,2025-11-24 21:14:07.272444
7,95,78.8987233832309,146.06337663381754,2025-11-24 21:14:17.272444
5,195,70.89682630177259,42.48187587522134,2025-11-24 21:14:27.272444
4,163,30.98818134291253,36.49039880874659,2025-11-24 21:14:37.272444
9,140,54.27571736865174,32.85716284865564,2025-11-24 21:14:47.272444
10,128,48.03188595656534,133.64089767197805,2025-11-24 21:14:57.272444
4,177,31.019832909023066,65.12145729841734,2025-11-24 21:15:07.272444
5,64,49.703369363524885,88.05954724197528,2025-11-24 21:15:17.272444
10,64,61.704028046052045,143.0306257603118,2025-11-24 21:15:27.272444
8,109,70.60973848113657,53.144982684765836,2025-11-24 21:15:37.272444
9,131,58.84781857072001,128.6107460864514,2025-11-24 21:15:47.272444
4,104,78.16209628444223,101.611054727011,2025-11-24 21:15:57.272444
9,168,62.89884745118664,97.25421585892502,2025-11-24 21:16:07.272444
7,33,78.30328638084791,97.52966674091158,2025-11-24 21:16:17.272444
8,171,30.528687881871225,126.53540315986636,2025-11-24 21:16:27.272444
7,187,29.37703719079489,133.56605657689238,2025-11-24 21:16:37.272444
10,124,34.47807112495026,69.05275466555631,2025-11-24 21:16:47.272444
7,127,78.2513505160656,134.6710687891353,2025-11-24 21:16:57.272444
10,156,36.31472356994557,109.26636475851461,2025-11-24 21:17:07.272444
2,21,34.780439263847285,70.59057786917757,2025-11-24 21:17:17.272444
9,84,70.50497136590303,105.66623457854348,2025-11-24 21:17:27.272444
4,121,60.71160653162212,97.39244929366671,2025-11-24 21:17:37.272444
7,45,70.92569650728832,134.50808866597248,2025-11-24 21:17:47.272444
5,30,71.25070107456483,50.792185491120875,2025-11-24 21:17:57.272444
3,97,60.48439711106361,144.8212873667334,2025-11-24 21:18:07.272444
6,50,23.00062820672421,100.12121507715575,2025-11-24 21:18:17.272444
4,59,76.47179939854836,75.68197909653512,2025-11-24 21:18:27.272444
7,96,39.13586175324528,89.51571256256544,2025-11-24 21:18:37.272444
2,69,23.995589913365794,68.38450284213573,2025-11-24 21:18:47.272444
3,71,33.023424346522646,129.76666041627587,2025-11-24 21:18:57.272444
7,154,23.418499223299982,77.55102194296012,2025-11-24 21:19:07.272444
10,194,59.050188487023775,139.2563066996314,2025-11-24 21:19:17.272444
7,132,57.268702430282325,116.81418854666865,2025-11-24 21:19:27.272444
9,185,78.52900353720938,90.68901375099203,2025-11-24 21:19:37.272444
4,62,52.993589846891716,142.60073133831645,2025-11-24 21:19:47.272444
1,70,79.70257695465548,60.69827053131954,2025-11-24 21:19:57.272444
6,94,42.21382443370494,133.95885401437295,2025-11-24 21:20:07.272444
7,158,39.65676512415917,66.5718047089528,2025-11-24 21:20:17.272444
3,133,34.28597150470459,84.24126420803688,2025-11-24 21:20:27.272444
3,126,48.86706823756355,118.0779737499759,2025-11-24 21:20:37.272444
5,125,37.3176495883222,53.37624187951347,2025-11-24 21:20:47.272444
6,149,58.04611731814694,35.52839666258862,2025-11-24 21:20:57.272444
10,106,60.67950386178719,96.95651093825302,2025-11-24 21:21:07.272444
8,56,58.71905597856461,88.14376192295751,2025-11-24 21:21:17.272444
10,185,36.03656953248927,57.25455579817603,2025-11-24 21:21:27.272444
